id,osm_id,code,fclass,name,ref,oneway,maxspeed,layer,bridge,tunnel,FID_1,osm_id_1,code_1,fclass_1,name_1,ref_1,oneway_1,maxspeed_1,layer_1,bridge_1,tunnel_1,Cartier,geometry
216,42789948,5122,residential,,,B,30,0,F,F,15408,42789948,5122,residential,,,B,30,0.0,F,F,"Cite EPLF,1080 Logts","LINESTRING (3.1840404 36.7178907, 3.1836112 36.7182352, 3.1830886 36.7186547, 3.1830503 36.7186855, 3.1825835 36.7190847, 3.1821056 36.7194453, 3.1820682 36.7194808, 3.1820172 36.7195851)"
217,42789951,5122,residential,,,B,30,0,F,F,15409,42789951,5122,residential,,,B,30,0.0,F,F,Cite Smail Yefsah,"LINESTRING (3.1885165 36.7179711, 3.1885459 36.7179512, 3.1885967 36.7179393, 3.1886564 36.7179368, 3.1887268 36.7179425, 3.1888167 36.7179474, 3.188893 36.7179457, 3.1889536 36.717936, 3.1890055 36.7179136, 3.1890473 36.7178855, 3.1890741 36.7178511, 3.1890797 36.7178227, 3.1890816 36.7177894, 3.1890585 36.7175785, 3.189058 36.7175574, 3.1890646 36.7175264, 3.1890944 36.7174911, 3.1891415 36.7174755)"
218,42789952,5122,residential,,,B,30,0,F,F,15410,42789952,5122,residential,,,B,30,0.0,F,F,Cite Ahmed Djoumai (AADL),"LINESTRING (3.1879019 36.718412, 3.1882642 36.7187654, 3.1882472 36.7187838, 3.1882421 36.7188133, 3.1882395 36.7188617, 3.1882339 36.7189687, 3.1882292 36.7190559, 3.188224 36.7192252, 3.1882193 36.7193824, 3.1882131 36.7195894, 3.1882051 36.7196272, 3.1881825 36.7196769, 3.1881465 36.719723, 3.1880838 36.7197786, 3.1879186 36.7199214)"
219,42789954,5122,residential,,,B,30,0,F,F,15411,42789954,5122,residential,,,B,30,0.0,F,F,Cite Smail Yefsah,"LINESTRING (3.19031 36.7175033, 3.1903933 36.7174912, 3.1904513 36.7174581, 3.1904747 36.7174058, 3.1904833 36.7173114, 3.1905003 36.7172678, 3.1905674 36.7172368, 3.1906482 36.7172402, 3.1907816 36.717244, 3.1910293 36.7172511, 3.19109 36.7172475, 3.191116 36.7172158)"
220,42789955,5122,residential,,,B,30,0,F,F,15412,42789955,5122,residential,,,B,30,0.0,F,F,Cite Ahmed Djoumai (AADL),"LINESTRING (3.1882642 36.7187654, 3.1882983 36.7187529, 3.1883437 36.7187531, 3.1884597 36.7187565, 3.1889954 36.7187725, 3.1891156 36.7187761, 3.1896596 36.718793, 3.1897 36.7187932, 3.1897406 36.718788, 3.1897717 36.7187721, 3.1898003 36.7187627, 3.1898283 36.7187601, 3.1898345 36.7187283, 3.1898452 36.7187014, 3.1898647 36.7186622, 3.1898761 36.7186332, 3.1898828 36.7186089, 3.1898848 36.7186015, 3.18989 36.7185787, 3.1898934 36.718466, 3.1898953 36.7184037, 3.1898999 36.7182543, 3.1899027 36.7181632, 3.1899098 36.7180305, 3.1899248 36.7177485, 3.1899384 36.717495)"
221,42789956,5122,residential,,,B,30,0,F,F,15413,42789956,5122,residential,,,B,30,0.0,F,F,Cite Smail Yefsah,"LINESTRING (3.1882478 36.7181639, 3.1879766 36.717935, 3.1877897 36.7177773)"
222,42789957,5122,residential,,,B,30,0,F,F,15414,42789957,5122,residential,,,B,30,0.0,F,F,Cite Smail Yefsah,"LINESTRING (3.1868908 36.717865, 3.1868027 36.7179311, 3.1866047 36.7180798, 3.1865741 36.7181028, 3.1865458 36.7181116, 3.1865258 36.7181178, 3.1864722 36.7181157, 3.1864212 36.7181028, 3.1860217 36.7177694, 3.1859842 36.7177329, 3.1859655 36.7176909)"
223,42789959,5122,residential,,,B,30,0,F,F,15415,42789959,5122,residential,,,B,30,0.0,F,F,Cite Smail Yefsah,"LINESTRING (3.1885813 36.7171116, 3.1885404 36.7171266, 3.1884907 36.7171278, 3.1882305 36.7171255, 3.1881836 36.7171287, 3.1881435 36.7171395, 3.1881127 36.7171646, 3.1880944 36.7171966, 3.1880914 36.7172399, 3.1880907 36.7174432, 3.1880883 36.7175161, 3.1880628 36.7175718, 3.1880227 36.7176146, 3.1880059 36.7176263, 3.1877897 36.7177773, 3.1873695 36.7180813, 3.1873236 36.7181124, 3.1872556 36.7181256, 3.1871915 36.7181128, 3.187149 36.7180806, 3.1871336 36.7180689, 3.1870014 36.7179585, 3.1869704 36.7179327, 3.1868908 36.717865)"
224,42789961,5122,residential,,,B,30,0,F,F,15416,42789961,5122,residential,,,B,30,0.0,F,F,Cite Smail Yefsah,"LINESTRING (3.1890502 36.715729, 3.189109 36.7157301, 3.1891022 36.7158595, 3.1890996 36.7159763, 3.1890395 36.7159737, 3.1890502 36.715729, 3.1890515 36.715649, 3.1890543 36.7156284, 3.1890703 36.7156104, 3.1890939 36.7156013, 3.189124 36.7156021, 3.1891979 36.7156023, 3.189599 36.7156132, 3.1896859 36.7156124, 3.1897422 36.715636, 3.1897909 36.715679, 3.1898232 36.7157127, 3.1898405 36.71575, 3.189847 36.7157861, 3.1898475 36.7158166, 3.1898385 36.7159202, 3.1898413 36.7159606, 3.1898482 36.7159912, 3.1898345 36.7160311, 3.1898144 36.7160633, 3.1898023 36.7160945, 3.1898023 36.7162332, 3.1897979 36.7162671, 3.1897782 36.7163015, 3.1897533 36.7163265, 3.1895686 36.7164594, 3.1890062 36.7168639, 3.1889801 36.7168794, 3.1889474 36.7168976, 3.1889078 36.7169051, 3.1888728 36.7169036, 3.1886488 36.7168988)"
225,42789962,5122,residential,,,B,30,0,F,F,15417,42789962,5122,residential,,,B,30,0.0,F,F,Cite Smail Yefsah,"LINESTRING (3.1898482 36.7159912, 3.1899069 36.7159806, 3.1899586 36.7159773, 3.1900223 36.7159784, 3.1901623 36.7159814)"
226,42789963,5122,residential,,,B,30,0,F,F,15418,42789963,5122,residential,,,B,30,0.0,F,F,Cite Smail Yefsah,"LINESTRING (3.1902453 36.7166699, 3.1897979 36.7162671)"
227,42789964,5122,residential,,,B,30,0,F,F,15419,42789964,5122,residential,,,B,30,0.0,F,F,Cite Smail Yefsah,"LINESTRING (3.1888493 36.7153167, 3.1889041 36.7153182, 3.1889379 36.7153191, 3.1895546 36.7153356, 3.1897099 36.7153398, 3.1898581 36.7153437, 3.1899524 36.7153463, 3.1900124 36.7153479, 3.1901785 36.7153196)"
228,42789965,5122,residential,,,B,30,0,F,F,15420,42789965,5122,residential,,,B,30,0.0,F,F,Cite Smail Yefsah,"LINESTRING (3.1887621 36.7153339, 3.1885477 36.7151176, 3.1885182 36.715073)"
229,42789966,5122,residential,,,B,30,0,F,F,15421,42789966,5122,residential,,,B,30,0.0,F,F,Cite Smail Yefsah,"LINESTRING (3.1868908 36.717865, 3.1868965 36.7177525, 3.1869183 36.7173222, 3.1869263 36.7171643, 3.1869343 36.7170074, 3.1869531 36.7166348, 3.1869592 36.7165159)"
230,42789967,5122,residential,,,B,30,0,F,F,15422,42789967,5122,residential,,,B,30,0.0,F,F,Cite Smail Yefsah,"LINESTRING (3.1869814 36.7164531, 3.1867199 36.7161554)"
231,42789968,5122,residential,,,F,30,0,F,F,15423,42789968,5122,residential,,,F,30,0.0,F,F,Cite Smail Yefsah,"LINESTRING (3.1849699 36.7176084, 3.1850173 36.7175834, 3.185087 36.7175791, 3.185138 36.7175824, 3.1851849 36.717595, 3.1859118 36.7181435, 3.1865882 36.7186691, 3.1866306 36.7187186, 3.1866387 36.7187702, 3.1866333 36.7188218, 3.186608 36.718878)"
232,42789970,5122,residential,Cité Smail Yefsah,,B,30,0,F,F,15424,42789970,5122,residential,Cité Smail Yefsah,,B,30,0.0,F,F,Cite Smail Yefsah,"LINESTRING (3.1901598 36.7139603, 3.1902085 36.7140134, 3.1902354 36.7140636, 3.1902427 36.714096, 3.1902487 36.7141982)"
233,42812124,5122,residential,,,B,30,0,F,F,15425,42812124,5122,residential,,,B,30,0.0,F,F, ,"LINESTRING (3.195271 36.7149984, 3.1958508 36.7152178, 3.1963568 36.7154093, 3.19687 36.7156146, 3.1975033 36.7158556, 3.1979254 36.7160091, 3.1979745 36.716027, 3.1985279 36.7162318, 3.1992729 36.7165127, 3.1999527 36.7167699, 3.2008359 36.7171041)"
234,42812125,5122,residential,,,B,30,0,F,F,15426,42812125,5122,residential,,,B,30,0.0,F,F, ,"LINESTRING (3.1949721 36.7155068, 3.1955624 36.7157356, 3.1960511 36.7159253, 3.1965755 36.7161285, 3.1971814 36.7163694, 3.1976391 36.7165391, 3.1976779 36.7165534, 3.1981996 36.7167673, 3.1985941 36.7169156, 3.1989427 36.7170466)"
235,42812126,5122,residential,,,B,30,0,F,F,15427,42812126,5122,residential,,,B,30,0.0,F,F, ,"LINESTRING (3.1954686 36.7146605, 3.195271 36.7149984, 3.1951939 36.7151296, 3.1949721 36.7155068, 3.1947048 36.7159469, 3.1944344 36.7163922)"
236,42812127,5122,residential,,,B,30,0,F,F,15428,42812127,5122,residential,,,B,30,0.0,F,F, ,"LINESTRING (3.1966339 36.7149415, 3.1963568 36.7154093, 3.1960511 36.7159253, 3.1957872 36.7163708, 3.195536 36.7167943)"
237,42812128,5122,residential,,,B,30,0,F,F,15429,42812128,5122,residential,,,B,30,0.0,F,F, ,"LINESTRING (3.1948284 36.7144225, 3.1954686 36.7146605)"
238,42812129,5122,residential,,,B,30,0,F,F,15430,42812129,5122,residential,,,B,30,0.0,F,F,Cite 5 Juillet,"LINESTRING (3.1964011 36.7213824, 3.1963959 36.7216963, 3.1964027 36.7219348)"
239,42812130,5122,residential,,,B,30,0,F,F,15431,42812130,5122,residential,,,B,30,0.0,F,F,Cite 5 Juillet,"LINESTRING (3.1937261 36.7220996, 3.1937348 36.7229766, 3.1937284 36.7230604, 3.1936568 36.7230583, 3.1930708 36.7230659, 3.1930348 36.7230518, 3.1930157 36.7230153, 3.1930279 36.7219859, 3.1929942 36.7219294, 3.1929392 36.7219055, 3.1927278 36.7218921, 3.192564 36.72187, 3.1923921 36.7218665)"
240,42812131,5122,residential,,,B,30,0,F,F,15432,42812131,5122,residential,,,B,30,0.0,F,F,Cite 5 Juillet,"LINESTRING (3.1949667 36.7200126, 3.1949684 36.7201506, 3.1949701 36.7202835, 3.1949285 36.7203542, 3.1944278 36.7206204)"
241,42812132,5122,residential,,,B,30,0,F,F,15433,42812132,5122,residential,,,B,30,0.0,F,F,Cite 5 Juillet,"LINESTRING (3.1982467 36.7206831, 3.1982466 36.7200788, 3.1982301 36.7199386)"
242,42812134,5122,residential,,,B,30,0,F,F,15434,42812134,5122,residential,,,B,30,0.0,F,F,Cite 5 Juillet,"LINESTRING (3.1961657 36.720911, 3.1961615 36.7207543, 3.1961611 36.720641, 3.1961472 36.7206218, 3.1961064 36.7206122, 3.1960006 36.7206109, 3.1954616 36.7206041, 3.1954512 36.7202484, 3.1954594 36.7199448, 3.1954694 36.7195714)"
243,42812135,5122,residential,,,B,30,0,F,F,15435,42812135,5122,residential,,,B,30,0.0,F,F,Cite 5 Juillet,"LINESTRING (3.1970047 36.7200721, 3.1970219 36.7202199, 3.1970105 36.7202476, 3.1969728 36.7202543, 3.1960085 36.7202492, 3.1954512 36.7202484)"
244,42812136,5122,residential,,,B,30,0,F,F,15436,42812136,5122,residential,,,B,30,0.0,F,F,Cite 5 Juillet,"LINESTRING (3.1971025 36.7210072, 3.1971165 36.7217113, 3.1971229 36.7219649)"
245,42812138,5122,residential,,,B,30,0,F,F,15437,42812138,5122,residential,,,B,30,0.0,F,F,Cite 5 Juillet,"LINESTRING (3.1957508 36.7210142, 3.1957456 36.7214222, 3.195728 36.7214901, 3.1956735 36.7215487, 3.1953291 36.721737)"
246,42812139,5141,service,,,B,0,0,F,F,15438,42812139,5141,service,,,B,0,0.0,F,F,Cite 5 Juillet,"LINESTRING (3.1942533 36.7216133, 3.195226 36.7216243)"
247,42812140,5122,residential,,,B,30,0,F,F,15439,42812140,5122,residential,,,B,30,0.0,F,F,Cite 5 Juillet,"LINESTRING (3.1906677 36.720262, 3.1906201 36.7211827)"
248,42812141,5122,residential,,,B,30,0,F,F,15440,42812141,5122,residential,,,B,30,0.0,F,F,Cite 5 Juillet,"LINESTRING (3.1936438 36.7217748, 3.1936284 36.7214207, 3.1935917 36.721351, 3.1935362 36.7213123, 3.1934231 36.7212896, 3.1927396 36.7212825)"
249,42812142,5122,residential,,,B,30,0,F,F,15441,42812142,5122,residential,,,B,30,0.0,F,F, ,"LINESTRING (3.1891253 36.7217313, 3.189729 36.7216968, 3.189836 36.7216574, 3.1906982 36.7212437)"
250,42812143,5122,residential,,,B,30,0,F,F,15442,42812143,5122,residential,,,B,30,0.0,F,F,Cite 5 Juillet,"LINESTRING (3.1908529 36.7223994, 3.1908537 36.7219876)"
251,42812144,5122,residential,,,B,30,0,F,F,15443,42812144,5122,residential,,,B,30,0.0,F,F,Cite 5 Juillet,"LINESTRING (3.1910687 36.7228719, 3.191087 36.7233007)"
252,42812145,5122,residential,,,B,30,0,F,F,15444,42812145,5122,residential,,,B,30,0.0,F,F,Cite 5 Juillet,"LINESTRING (3.1898283 36.7187601, 3.1898573 36.7187676, 3.1898881 36.7187848, 3.1899177 36.7188084, 3.1899383 36.7188367, 3.189951 36.7188628, 3.1899619 36.7188971, 3.1899624 36.7189717, 3.190002 36.7195301, 3.1900124 36.7197129, 3.1900023 36.7198565, 3.1899716 36.7209775, 3.1899941 36.7210268, 3.1900299 36.7210892, 3.1901019 36.7211239, 3.1906201 36.7211827, 3.1906982 36.7212437, 3.1909166 36.7214268, 3.1910448 36.7215343)"
253,42812146,5122,residential,,,B,30,0,F,F,15445,42812146,5122,residential,,,B,30,0.0,F,F, ,"LINESTRING (3.1887659 36.7210857, 3.1899716 36.7209775)"
254,42812147,5153,footway,,,B,0,0,F,F,15446,42812147,5153,footway,,,B,0,0.0,F,F,Cite Soummam,"LINESTRING (3.1902206 36.7245443, 3.1902176 36.7244001)"
255,42812148,5153,footway,,,B,0,0,F,F,15447,42812148,5153,footway,,,B,0,0.0,F,F,Cite Soummam,"LINESTRING (3.1900076 36.7246356, 3.189956 36.7244917)"
256,42812149,5153,footway,,,B,0,0,F,F,15448,42812149,5153,footway,,,B,0,0.0,F,F,Cite Soummam,"LINESTRING (3.1904791 36.7246054, 3.1905357 36.724482)"
257,42812150,5122,residential,,,B,30,0,F,F,15449,42812150,5122,residential,,,B,30,0.0,F,F,Cite 5 Juillet,"LINESTRING (3.1905582 36.7217892, 3.1908537 36.7219876, 3.1909719 36.7220127, 3.1914831 36.7220202, 3.1921003 36.7220219, 3.1922058 36.722006, 3.1923059 36.7219507, 3.1923921 36.7218665, 3.1927396 36.7212825, 3.1927481 36.7211698, 3.1927647 36.7209544, 3.1926961 36.7207819)"
258,42812151,5122,residential,,,B,30,0,F,F,15450,42812151,5122,residential,,,B,30,0.0,F,F,Cite 5 Juillet,"LINESTRING (3.1914707 36.7226436, 3.1914831 36.7220202)"
259,42812152,5153,footway,,,B,0,0,F,F,15451,42812152,5153,footway,,,B,0,0.0,F,F,Cite Soummam,"LINESTRING (3.1871409 36.725493, 3.1878945 36.7252705, 3.1881347 36.7251995, 3.1900076 36.7246356, 3.1900427 36.724628, 3.1901325 36.7245719, 3.1902206 36.7245443, 3.1903322 36.7245666, 3.1904287 36.7246116, 3.1904791 36.7246054, 3.1917741 36.7250551)"
260,42812153,5153,footway,,,B,0,0,F,F,15452,42812153,5153,footway,,,B,0,0.0,F,F,Cite Soummam,"LINESTRING (3.1918375 36.7249263, 3.1905357 36.724482, 3.1903351 36.7244081, 3.1902176 36.7244001, 3.1901266 36.7244177, 3.1900383 36.7244431, 3.189956 36.7244917, 3.1887258 36.7248536, 3.1881517 36.7250225, 3.1880709 36.7250463, 3.1878355 36.7251224, 3.1878945 36.7252705)"
261,42812154,5153,footway,,,B,0,0,F,F,15453,42812154,5153,footway,,,B,0,0.0,F,F,Cite Soummam,"LINESTRING (3.1902691 36.7248746, 3.1902766 36.724709, 3.1903284 36.7246442, 3.1904287 36.7246116)"
262,42812155,5153,footway,,,B,0,0,F,F,15454,42812155,5153,footway,,,B,0,0.0,F,F,Cite Soummam,"LINESTRING (3.1902691 36.7248746, 3.1902057 36.7247271, 3.1901343 36.7246667, 3.1900427 36.724628)"
263,42812157,5153,footway,,,B,0,0,F,F,15455,42812157,5153,footway,,,B,0,0.0,F,F,Cite Soummam,"LINESTRING (3.1903351 36.7244081, 3.1902592 36.7242672, 3.1902254 36.7241853, 3.1901754 36.7241894, 3.1901321 36.7242011, 3.1901101 36.7243299, 3.1900383 36.7244431)"
264,42812170,5122,residential,,,B,30,0,F,F,15456,42812170,5122,residential,,,B,30,0.0,F,F,Cite Soummam,"LINESTRING (3.1890483 36.7252182, 3.1893389 36.7259548)"
265,42812172,5122,residential,,,B,30,0,F,F,15457,42812172,5122,residential,,,B,30,0.0,F,F,Cite Soummam,"LINESTRING (3.1881347 36.7251995, 3.1883035 36.7256006, 3.188476 36.7260105)"
266,42812173,5122,residential,,,B,30,0,F,F,15458,42812173,5122,residential,,,B,30,0.0,F,F,Cite Soummam,"LINESTRING (3.1880709 36.7250463, 3.1876771 36.7241996, 3.1875825 36.7239963)"
267,42812174,5153,footway,,,B,0,0,F,F,15459,42812174,5153,footway,,,B,0,0.0,F,F,Cite Soummam,"LINESTRING (3.1902691 36.7248746, 3.1903307 36.7258834)"
268,42812175,5153,footway,,,B,0,0,F,F,15460,42812175,5153,footway,,,B,0,0.0,F,F,Cite Soummam,"LINESTRING (3.189839 36.7233232, 3.1900279 36.7236258, 3.190103 36.7237463, 3.190129 36.7237879, 3.190171 36.724151, 3.1901754 36.7241894)"
269,42812176,5122,residential,,,B,30,0,F,F,15461,42812176,5122,residential,,,B,30,0.0,F,F,Cite Soummam,"LINESTRING (3.1902691 36.7248746, 3.1916429 36.7253024)"
270,42812177,5122,residential,,,B,30,0,F,F,15462,42812177,5122,residential,,,B,30,0.0,F,F,Cite Soummam,"LINESTRING (3.190171 36.724151, 3.190273 36.72413, 3.1903307 36.7241354, 3.1905719 36.7242075, 3.1919612 36.7246977)"
271,42812178,5122,residential,,,B,30,0,F,F,15463,42812178,5122,residential,,,B,30,0.0,F,F,Cite Soummam,"LINESTRING (3.1888197 36.724532, 3.1887686 36.7244328, 3.1886598 36.7241965, 3.1885979 36.7240591, 3.1885836 36.7240277, 3.1884514 36.7237404)"
272,42812180,5122,residential,,,B,30,0,F,F,15464,42812180,5122,residential,,,B,30,0.0,F,F,Cite Soummam,"LINESTRING (3.190171 36.724151, 3.1898127 36.7242314, 3.1888197 36.724532, 3.1885647 36.7246066)"
273,42812181,5122,residential,,,B,30,0,F,F,15465,42812181,5122,residential,,,B,30,0.0,F,F,Cite Soummam,"LINESTRING (3.1902691 36.7248746, 3.1890483 36.7252182, 3.18892 36.7252546)"
274,42812183,5115,tertiary,,RN 25B,F,30,0,F,F,15466,42812183,5115,tertiary,,RN 25B,F,30,0.0,F,F, ,"LINESTRING (3.1856527 36.7221225, 3.185594 36.7221583, 3.1855685 36.7221738, 3.1854809 36.7222408, 3.1854426 36.7222716, 3.1853257 36.7223899)"
275,42812184,5113,primary,Rue Djekhnoun,RN 24B,B,40,0,F,F,15467,42812184,5113,primary,Rue Djekhnoun,RN 24B,B,40,0.0,F,F, ,"LINESTRING (3.1851703 36.7225979, 3.1851361 36.7233801, 3.1851155 36.7235862, 3.1849945 36.7242203)"
276,42812185,5122,residential,,,B,30,0,F,F,15468,42812185,5122,residential,,,B,30,0.0,F,F, ,"LINESTRING (3.1904223 36.7231184, 3.1900369 36.7232545, 3.1899453 36.7232863, 3.189839 36.7233232, 3.1884514 36.7237404, 3.1875825 36.7239963, 3.1866316 36.7242694)"
277,42812204,5115,tertiary,,,F,0,0,F,F,15469,42812204,5115,tertiary,,,F,0,0.0,F,F, ,"LINESTRING (3.1857596 36.7221747, 3.1859101 36.7225362, 3.186288 36.7234441, 3.1866316 36.7242694, 3.1871409 36.725493, 3.1873848 36.7260788, 3.1874352 36.7261942)"
278,42812205,5122,residential,,,B,30,0,F,F,15470,42812205,5122,residential,,,B,30,0.0,F,F,Lot. Douzi IV,"LINESTRING (3.189797 36.7268065, 3.1905639 36.7268895)"
279,42812206,5122,residential,,,B,30,0,F,F,15471,42812206,5122,residential,,,B,30,0.0,F,F,Lot. Douzi IV,"LINESTRING (3.1894984 36.7271399, 3.1906619 36.7272521)"
280,42812207,5122,residential,,,B,30,0,F,F,15472,42812207,5122,residential,,,B,30,0.0,F,F,Lot. Douzi IV,"LINESTRING (3.1892192 36.7274766, 3.1907325 36.7276305)"
281,42812208,5122,residential,,,B,30,0,F,F,15473,42812208,5122,residential,,,B,30,0.0,F,F,Lot. Douzi IV,"LINESTRING (3.1873069 36.7262604, 3.1874109 36.7263632, 3.1875721 36.7264314, 3.1878391 36.7266949, 3.1883437 36.7272186, 3.1886919 36.727452, 3.189042 36.7276549)"
282,42812209,5122,residential,,,B,30,0,F,F,15474,42812209,5122,residential,,,B,30,0.0,F,F,Lot. Douzi IV,"LINESTRING (3.1883437 36.7272186, 3.1888783 36.7265844)"
283,42812211,5122,residential,,,B,30,0,F,F,15475,42812211,5122,residential,,,B,30,0.0,F,F,Lot. Douzi IV,"LINESTRING (3.1886919 36.727452, 3.189481 36.7265306)"
284,42812213,5122,residential,,,F,30,0,F,F,15476,42812213,5122,residential,,,F,30,0.0,F,F,Lot. Douzi IV,"LINESTRING (3.1925501 36.7258648, 3.1904477 36.7261856, 3.1903508 36.7261992, 3.1902147 36.7262155, 3.1876713 36.7264207, 3.1875721 36.7264314)"
285,42812214,5122,residential,,,B,30,0,F,F,15477,42812214,5122,residential,,,B,30,0.0,F,F,Lot. Douzi IV,"LINESTRING (3.192703 36.727362, 3.1925876 36.7274437, 3.1919045 36.727792, 3.1909534 36.7278575, 3.1907652 36.7278757, 3.1907325 36.7276305, 3.1907184 36.7275253, 3.1906619 36.7272521, 3.1906248 36.727159, 3.1905639 36.7268895, 3.1905582 36.7268014, 3.1905142 36.7264224, 3.1904477 36.7261856, 3.190447 36.7260699)"
286,42812216,5122,residential,,,B,30,0,F,F,15478,42812216,5122,residential,,,B,30,0.0,F,F,Lot. Douzi IV,"LINESTRING (3.1905582 36.7268014, 3.1926605 36.7266479)"
287,42812217,5122,residential,,,B,30,0,F,F,15479,42812217,5122,residential,,,B,30,0.0,F,F,Lot. Douzi IV,"LINESTRING (3.1906248 36.727159, 3.192694 36.7270116)"
288,42812218,5122,residential,,,B,30,0,F,F,15480,42812218,5122,residential,,,B,30,0.0,F,F,Lot. Douzi IV,"LINESTRING (3.1907184 36.7275253, 3.192703 36.727362)"
289,42812219,5122,residential,,,B,30,0,F,F,15481,42812219,5122,residential,,,B,30,0.0,F,F,Lot. Douzi IV,"LINESTRING (3.1926196 36.7262664, 3.1905142 36.7264224, 3.1903851 36.7263993, 3.1901426 36.726405, 3.1900621 36.726461)"
290,42812221,5115,tertiary,,,B,30,0,F,F,15482,42812221,5115,tertiary,,,B,30,0.0,F,F,Lot. Douzi IV,"LINESTRING (3.1887166 36.7280333, 3.1887337 36.7280031, 3.189042 36.7276549, 3.1892192 36.7274766, 3.1894984 36.7271399, 3.189797 36.7268065, 3.1900621 36.726461, 3.1902147 36.7262155, 3.1902788 36.7260886)"
291,42812222,5122,residential,,,B,30,0,F,F,15483,42812222,5122,residential,,,B,30,0.0,F,F,Lot. Douzi IV,"LINESTRING (3.192703 36.727362, 3.192694 36.7270116, 3.1926605 36.7266479, 3.1926196 36.7262664, 3.1925501 36.7258648, 3.1925391 36.7257518)"
292,42812269,5122,residential,,,B,30,0,F,F,15501,42812269,5122,residential,,,B,30,0.0,F,F, ,"LINESTRING (3.1757746 36.7287338, 3.1772218 36.7287152, 3.1780007 36.7287236)"
293,42812271,5141,service,,,B,0,0,F,F,15503,42812271,5141,service,,,B,0,0.0,F,F,Cite Rabia Tahar,"LINESTRING (3.1802883 36.7219968, 3.1798327 36.7224057)"
294,42812279,5122,residential,,,B,30,0,F,F,15506,42812279,5122,residential,,,B,30,0.0,F,F,Cite Rabia Tahar,"LINESTRING (3.1838966 36.7225651, 3.181872 36.7209973, 3.1818305 36.7209301, 3.1818328 36.7208664, 3.1818784 36.720803, 3.1819581 36.7207366, 3.1820862 36.7206157, 3.1821064 36.7205913, 3.1821465 36.7205429, 3.1821584 36.7205101, 3.182159 36.7204756, 3.1821476 36.7204414, 3.1821243 36.7204102, 3.1818744 36.7202274, 3.1818556 36.7202123, 3.1818359 36.720195, 3.1817894 36.7201474)"
295,42812280,5141,service,,,B,0,0,F,F,15507,42812280,5141,service,,,B,0,0.0,F,F,Cite Rabia Tahar,"LINESTRING (3.179533 36.7215573, 3.1797367 36.7217066)"
296,43785456,5132,trunk_link,,RN 5,F,40,0,F,F,16415,43785456,5132,trunk_link,,RN 5,F,40,0.0,F,F, ,"LINESTRING (3.1767868 36.7251575, 3.1769572 36.7252006, 3.1771212 36.7252128, 3.1789403 36.7253862, 3.1790828 36.7254103, 3.1793226 36.7255412)"
297,43788709,5114,secondary,,,F,0,0,F,F,16426,43788709,5114,secondary,,,F,0,0.0,F,F, ,"LINESTRING (3.1767221 36.725464, 3.1766847 36.7255201, 3.1766541 36.7255629, 3.1766283 36.7256124, 3.1765744 36.7257485, 3.1765394 36.725827, 3.176485 36.7259109, 3.1764271 36.7259791, 3.1763596 36.7260526, 3.176266 36.726129, 3.176143 36.7261977, 3.1759972 36.7262613, 3.1755908 36.7264075, 3.1751757 36.7265591, 3.174913 36.7266548, 3.1747607 36.7267211, 3.1746571 36.726774, 3.1745828 36.7268215, 3.1744954 36.7268808, 3.1743981 36.7269871, 3.1743617 36.7270832, 3.1743339 36.7271851, 3.1743275 36.7272873)"
298,43791506,5141,service,,,B,0,0,F,F,16452,43791506,5141,service,,,B,0,0.0,F,F, ,"LINESTRING (3.1758606 36.7321002, 3.1760382 36.7321063, 3.1763862 36.7321045, 3.1774035 36.7320964)"
299,43791507,5141,service,,,B,0,0,F,F,16453,43791507,5141,service,,,B,0,0.0,F,F, ,"LINESTRING (3.1760382 36.7321063, 3.1762358 36.732147, 3.1764364 36.7321742, 3.1773896 36.7321729)"
300,43791546,5122,residential,Rue Boukabache Hocine,,B,30,0,F,F,16475,43791546,5122,residential,Rue Boukabache Hocine,,B,30,0.0,F,F, ,"LINESTRING (3.1775428 36.7314561, 3.1774035 36.7320964, 3.1773932 36.7321504, 3.1773896 36.7321729, 3.1773037 36.7325186)"
301,43791604,5114,secondary,,,F,0,0,F,F,16484,43791604,5114,secondary,,,F,0,0.0,F,F, ,"LINESTRING (3.1741488 36.727352, 3.1741493 36.7271777, 3.1741484 36.7271119, 3.1741658 36.7270261, 3.1741976 36.7269577, 3.1742395 36.7268839, 3.1742824 36.7268224, 3.1743459 36.7267585, 3.1744109 36.7266934, 3.1745433 36.726617, 3.17469 36.7265521, 3.175214 36.726371, 3.1753113 36.726339, 3.1754531 36.7262896, 3.1755873 36.7262405, 3.1756843 36.7262114, 3.1758035 36.7261657, 3.1759079 36.7261214, 3.1760169 36.7260604, 3.1760922 36.7260098, 3.1761629 36.7259581, 3.1762269 36.7258902, 3.1762777 36.7258307, 3.1763192 36.7257752, 3.1763692 36.7256585, 3.1763998 36.7255453, 3.1764099 36.725505, 3.1764194 36.7254612)"
